ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,insider_names
SMMT,Summit Therapeutics Inc.,2021-05-14,2021-05-12,2021-05-12,61596189,2,Duggan Robert W; Zanganeh Maky
TALS,"Talaris Therapeutics, Inc.",2021-05-14,2021-05-11,2021-05-11,5015000,3,"Agarwala Sandip; Clarus Defined Exit I, L.P.; Clarus Lifesciences Iii, L.P."
CTVA,"Corteva, Inc.",2021-05-17,2021-05-10,2021-05-13,279066,2,Eathington Samuel R; Gajaria Rajan
VERA,"Vera Therapeutics, Inc.",2021-05-18,2021-05-18,2021-05-18,34499971,4,"Abingworth LLP; Enright Patrick G; Katabi Maha; Sofinnova Venture Partners X, L.P."
APP,Applovin Corp,2021-05-19,2021-05-17,2021-05-17,7697211,2,Chen Herald Y; Foroughi Arash Adam
T,At&amp;t Inc.,2021-05-21,2021-05-19,2021-05-19,1586856,2,Desroches Pascal; Stankey John T
CWGL,"Crimson Wine Group, Ltd",2021-05-24,2021-05-20,2021-05-20,6221876,2,Cumming John D.; Steinberg Joseph S
PCOR,"Procore Technologies, Inc.",2021-05-26,2021-05-24,2021-05-24,67000000,2,"Griffith William J.G.; Iconiq Strategic Partners Iii, L.P."
FWAC,Fifth Wall Acquisition Corp. III,2021-05-27,2021-05-27,2021-05-27,18140000,2,Mykhaylovskyy Andriy; Wallace Brendan
FRG,"Franchise Group, Inc.",2021-06-01,2021-05-21,2021-06-01,37800000,2,Kahn Brian Randall; Laurence Andrew M
HYMC,Hycroft Mining Holding Corp,2021-06-10,2021-06-08,2021-06-08,385000,2,Garrett Diane R; Rideout Stanton K
REVG,"Rev Group, Inc.",2021-06-11,2021-06-11,2021-06-11,417464,2,Rushing Rodney M; Skonieczny Jr. Mark A
JANX,"Janux Therapeutics, Inc.",2021-06-16,2021-06-15,2021-06-15,32099961,3,"Avalon Ventures Xi, L.P.; Lichter Jay; Reardon Tighe"
UHAL,Amerco /nv/,2021-06-16,2021-06-15,2021-06-15,90278614,2,Shoen Edward J; Shoen Mark V
CNVY,"Convey Holding Parent, Inc.",2021-06-21,2021-06-18,2021-06-18,1591721,3,Farrell Stephen C; Steele John E.; Stern Kyle
VERV,"Verve Therapeutics, Inc.",2021-06-22,2021-06-21,2021-06-21,27550000,2,"Casdin Partners Master Fund, L.P.; Novo Holdings A/s"
IPSC,"Century Therapeutics, Inc.",2021-06-23,2021-06-22,2021-06-22,17000000,2,"Bayer Aktiengesellschaft; Versant Venture Capital Vi, L.P."
CYT,"Cyteir Therapeutics, Inc.",2021-06-24,2021-06-22,2021-06-22,9999972,2,Droia Invest II Scsp; Novo Holdings A/s
RIG,Transocean Ltd.,2021-06-28,2021-06-15,2021-06-25,108226000,2,Mohn Frederik Wilhelm; Perestroika
CXM,"Sprinklr, Inc.",2021-06-29,2021-06-25,2021-06-25,61743376,5,"Agrawal Neeraj; Battery Ventures Ix, L.P.; Iconiq Strategic Partners Ii, L.P.; Lee Roger H; Thomas Ragy"
BHG,Bright Health Group Inc.,2021-06-30,2021-06-28,2021-06-28,314999928,9,Baskett Forest; Behbahani Ali; Chang Carmen; Florence Anthony A. Jr.; Makhzoumi Mohamad; Makower Joshua; Sandell Scott D; Sonsini Peter W.; Walker Paul Edward
GLUE,"Monte Rosa Therapeutics, Inc.",2021-06-30,2021-06-28,2021-06-28,265350010,15,"Baskett Forest; Behbahani Ali; Bolzon Bradley J Phd; Chang Carmen; Florence Anthony A. Jr.; Landsman Liza; Makhzoumi Mohamad; Makower Joshua; Mathers Edward T; New Enterprise Associates 17, L.P.; Sandell Scott D; Sonsini Peter W.; Versant Venture Capital Vi, L.P.; Walker Paul Edward; Yang Rick"
ELEV,"Elevation Oncology, Inc.",2021-07-01,2021-06-29,2021-06-29,15000000,2,"Qiming U.S. Healthcare Fund Ii, L.P.; Venbio Global Strategic Fund Iii, L.P."
GRPH,"Graphite Bio, Inc.",2021-07-01,2021-06-29,2021-06-29,6120000,2,"Jerel Davis; Versant Venture Capital Vi, L.P."
AVTE,"Aerovate Therapeutics, Inc.",2021-07-06,2021-07-02,2021-07-02,17499972,3,"Atlas Venture Fund Xii, L.P.; Katabi Maha; Sofinnova Venture Partners X, L.P."
CVRX,"Cvrx, Inc.",2021-07-07,2021-07-02,2021-07-02,13513500,3,Glaxosmithkline Plc; Nea Partners 10 L P; New Enterprise Associates 10 L P
DNUT,"Krispy Kreme, Inc.",2021-07-08,2021-07-06,2021-07-06,98962507,2,Goudet Olivier; Jab Indulgence B.V.
ABOS,"Acumen Pharmaceuticals, Inc.",2021-07-08,2021-07-06,2021-07-06,28696000,3,"Hardie Robert D.; Manning Paul B; Sands Capital Ventures Discovery Fund Iii, L.P."
CMCT,Cim Commercial Trust Corp,2021-07-09,2021-07-07,2021-07-07,6700350,3,Kuba Shaul; Ressler Richard S; Shemesh Avraham
HIBB,Hibbett Inc,2021-07-16,2021-07-15,2021-07-15,372968,2,Benck David Mitchell; Blahnik Ronald P
IMGO,"Imago Biosciences, Inc.",2021-07-20,2021-07-15,2021-07-20,6400000,2,"Clarus Lifesciences Iii, L.P.; Omega Fund Vi, L.P."
AFIB,"Acutus Medical, Inc.",2021-07-21,2021-07-19,2021-07-19,29999984,2,Bonita David P; Flynn James E
INST,"Instructure Holdings, Inc.",2021-07-23,2021-07-21,2021-07-21,732460,2,Bowen Dale E.; Daly Stephen M.
OBTX,"Everything Blockchain, Inc.",2021-07-23,2021-07-06,2021-07-16,7329500,2,Hawkins Michael W; Rosenberg Paul
HCWB,Hcw Biologics Inc.,2021-07-23,2021-07-22,2021-07-22,5470000,3,Byam Rebecca; Flowers Lee; Wong Hing C
EQT,Eqt Corp,2021-08-03,2021-08-02,2021-08-02,764215,2,Khani David M.; Rice Toby Z.
DALS,Da32 Life Science Tech Acquisition Corp.,2021-08-03,2021-07-30,2021-07-30,48000000,3,"Arch Venture Fund Xi, L.P.; Crandell Keith; Deerfield Management Company, L.P. (Series C)"
ICVX,"Icosavax, Inc.",2021-08-04,2021-08-02,2021-08-02,6320280,3,"Nanodimension Iii, L.P.; Qiming U.S. Healthcare Fund Ii, L.P.; Sanofi"
CADL,"Candel Therapeutics, Inc.",2021-08-04,2021-07-29,2021-07-29,13200000,2,Manning Paul B; Tak Paul Peter
PRG,"Prog Holdings, Inc.",2021-08-05,2021-08-03,2021-08-03,429050,2,Garner Brian; Michaels Steven A
ROCGU,Roth Ch Acquisition IV Co.,2021-08-11,2021-08-10,2021-08-10,4018940,3,Lipman John C; Roth Byron; Roth Gordon J
GPMT,Granite Point Mortgage Trust Inc.,2021-08-12,2021-08-12,2021-08-12,205332,2,Plust Steven; Urbaszek Marcin
HARP,"Harpoon Therapeutics, Inc.",2021-08-12,2021-01-11,2021-01-11,7999996,2,"Hunt Ronald; New Leaf Ventures Iii, L.P."
OSBC,Old Second Bancorp Inc,2021-08-12,2021-08-12,2021-08-12,211449,2,Adams Bradley S.; Eccher James
COMM,"Commscope Holding Company, Inc.",2021-08-17,2021-08-13,2021-08-13,747929,2,Choi Justin C; Treadway Charles L.
RILY,"B. Riley Financial, Inc.",2021-08-19,2021-08-17,2021-08-19,8500229,2,Moore Andrew; Riley Bryant R
ENR,"Energizer Holdings, Inc.",2021-08-19,2021-08-11,2021-08-17,340241,2,Gorman Timothy W; Lavigne Mark Stephen
BMEA,"Biomea Fusion, Inc.",2021-08-19,2021-04-15,2021-04-15,6603590,2,Butler Thomas Andrew; Erdtmann Rainer M
AUD,"Audacy, Inc.",2021-08-19,2021-08-11,2021-08-17,1608423,2,Field David J; Field Joseph M
FEYE,"Fireeye, Inc.",2021-08-20,2021-08-09,2021-08-18,1298722,2,Robbins William T; Watters John P.
GOCO,"Gohealth, Inc.",2021-08-20,2021-08-16,2021-08-18,2595542,2,Cruz Brandon M.; Jones Clinton P.
RRGB,Red Robin Gourmet Burgers Inc,2021-08-24,2021-08-23,2021-08-24,334450,2,Murphy Paul J B III; Schweinfurth Lynn S
CSU,Capital Senior Living Corp,2021-08-24,2021-08-09,2021-08-20,2821810,2,"Levinson Sam; Ortelius Advisors, L.P."
HUMA,"Humacyte, Inc.",2021-08-27,2021-08-26,2021-08-26,30450000,2,Dougan Brady W; Niklason Laura E
SLQT,"Selectquote, Inc.",2021-08-30,2021-08-30,2021-08-30,3905101,3,Danker Timothy Robert; Grant William Thomas III; Sadun Raffaele
FOA,Finance of America Companies Inc.,2021-09-02,2021-08-18,2021-09-01,981784,2,Cook Patricia; Libman Brian L
DNUT,"Krispy Kreme, Inc.",2021-09-07,2021-08-19,2021-09-02,27773617,2,Goudet Olivier; Jab Holdings B.V.
SUNL,Sunlight Financial Holdings Inc.,2021-09-13,2021-09-10,2021-09-10,860725,2,Edinburg Barry; Potere Matthew
XPOF,"Xponential Fitness, Inc.",2021-09-15,2021-09-10,2021-09-14,310533,2,Geisler Anthony; Meloun John P
OSCR,"Oscar Health, Inc.",2021-09-17,2021-09-02,2021-09-16,43548079,2,Kushner Joshua; Schlosser Mario
ACT,"Enact Holdings, Inc.",2021-09-20,2021-09-20,2021-09-20,1178000,3,Addesso Dominic James; Gupta Rohit; Mitchell Hardin Dean
ALPN,"Alpine Immune Sciences, Inc.",2021-09-21,2021-09-17,2021-09-17,28999996,2,"Cui Xiangmin; Decheng Capital China Life Sciences Usd Fund Iii, L.P."
CMCT,Cim Commercial Trust Corp,2021-09-22,2021-09-20,2021-09-20,1029426,3,Kuba Shaul; Ressler Richard S; Shemesh Avraham
HAYW,"Hayward Holdings, Inc.",2021-09-22,2021-03-12,2021-03-16,493000,2,Holleran Kevin; Jones Eifion
EVRG,"Evergy, Inc.",2021-09-23,2021-09-23,2021-09-23,1001091,2,Andrews Kirkland B; Campbell David A
VTYX,"Ventyx Biosciences, Inc.",2021-10-25,2021-10-25,2021-10-25,10000000,2,"Royston Aaron; Venbio Global Strategic Fund Iii, L.P."
XLO,"Xilio Therapeutics, Inc.",2021-10-28,2021-10-26,2021-10-26,19400000,3,"Atlas Venture Fund Xi, L.P.; Flynn James E; Rivervest Venture Fund Iv, L.P."
AUGX,"Augmedix, Inc.",2021-11-01,2021-10-28,2021-10-28,4136000,5,"Carter Jennifer M.; Dcm Vi, L.P.; Ginocchio Paul; Krakaris Emmanuel; Krikorian Jason"
RNR,Renaissancere Holdings Ltd,2021-11-01,2021-10-29,2021-10-29,4359714,5,Branagan Ian D; Curtis Ross; Fraser James Christopher; Odonnell Kevin; Qutub Robert
EYEN,"Eyenovia, Inc.",2021-11-03,2021-10-25,2021-11-03,656430,2,Grant Stuart M.; Ianchulev Tsontcho
TRDA,"Entrada Therapeutics, Inc.",2021-11-05,2021-11-02,2021-11-02,16000000,5,"5Am Ventures V, L.P.; Foley Todd; Mpm Bioventures 2014, L.P.; Mpm Bioventures 2018, L.P.; Parmar Kush"
CMTG,"Claros Mortgage Trust, Inc.",2021-11-09,2021-11-05,2021-11-05,5373009,2,Mack Richard; McGillis Mike
BALY,Bally'S Corp,2021-11-09,2021-11-05,2021-11-05,505203,2,Capp Stephen H; Fenton Lee
SZZLU,Sizzle Acquisition Corp.,2021-11-10,2021-11-08,2021-11-08,14455000,2,Karson Jamieson; Salis Steve
PRM,"Perimeter Solutions, Sa",2021-11-10,2021-11-09,2021-11-09,5698710,3,Goldberg Edward D.; Kremling Ernest C. II; Lederman Barry
IOBT,"Io Biotech, Inc.",2021-11-12,2021-11-09,2021-11-09,34549998,2,Lundbeckfond Invest A/S; Novo Holdings A/s
DNUT,"Krispy Kreme, Inc.",2021-11-15,2021-11-11,2021-11-11,1247607,2,Goudet Olivier; Tattersfield Michael J.
SLVM,Sylvamo Corp,2021-11-16,2021-11-11,2021-11-15,1847245,3,Cleves Thomas A; Gibson Gregory C; Sims John V
EYEN,"Eyenovia, Inc.",2021-11-17,2021-11-03,2021-11-15,481956,2,Grant Stuart M.; Ianchulev Tsontcho
UAN,"Cvr Partners, LP",2021-11-17,2021-11-15,2021-11-16,554700,2,Buhrig Melissa M; Pytosh Mark A
RIVN,"Rivian Automotive, Inc. / De",2021-11-17,2021-11-15,2021-11-15,10188750,2,McDonough Claire; Scaringe Robert J
VCTR,"Victory Capital Holdings, Inc.",2021-11-22,2021-11-22,2021-11-22,1277478,2,Brown David Craig; Policarpo Michael Dennis
COMM,"Commscope Holding Company, Inc.",2021-11-22,2021-11-08,2021-11-18,394894,2,Choi Justin C; Lorentzen Kyle David
GH,"Guardant Health, Inc.",2021-11-23,2021-11-19,2021-11-19,20092352,2,Eltoukhy Helmy; Talasaz Amirali
GOCO,"Gohealth, Inc.",2021-11-23,2021-11-22,2021-11-22,3878540,2,Cruz Brandon M.; Jones Clinton P.
FINW,Finwise Bancorp,2021-11-23,2021-11-19,2021-11-19,367500,3,Landvatter Kent; Noone James; Tilis David
BRZE,"Braze, Inc.",2021-11-23,2021-11-19,2021-11-19,84500000,4,"Agrawal Neeraj; Brown Michael Maurice; Iconiq Strategic Partners Iii, L.P.; Jacobson Matthew"
VICI,Vici Properties Inc.,2021-11-24,2021-11-24,2021-11-24,375292,2,Gallagher Samantha Sacks; Payne John W R
ATEC,"Alphatec Holdings, Inc.",2021-11-26,2021-11-11,2021-11-23,3299541,3,Hunsaker Craig E; Miles Patrick; Segal Paul
PGEN,"Precigen, Inc.",2021-11-30,2021-11-19,2021-11-26,3735618,2,Kirk Randal J; Thomasian Harry Jr.
KD,"Kyndryl Holdings, Inc.",2021-11-30,2021-11-29,2021-11-29,1245056,2,Schroeter Martin J; Wyshner David B
SLVM,Sylvamo Corp,2021-11-30,2021-11-15,2021-11-29,938061,2,Cleves Thomas A; Ribieras Jeanmichel
CLF,Cleveland-Cliffs Inc.,2021-12-01,2021-11-19,2021-12-01,1413044,3,Goncalves Celso L Jr; Goncalves Lourenco; Koci Keith
SIX,Six Flags Entertainment Corp,2021-12-02,2021-11-18,2021-11-30,17316396,3,Bassoul Selim A; Jaffer Rehan; Ruchim Arik W
BVH,Bluegreen Vacations Holding Corp,2021-12-02,2021-11-29,2021-12-01,1695148,2,Abdo John E; Levan Alan B
XM,Qualtrics International Inc.,2021-12-03,2021-11-17,2021-12-01,27480184,2,"Bachman Robert W; Slta VI (Gp), L.L.C."
CHGG,"Chegg, Inc",2021-12-03,2021-12-01,2021-12-01,1276708,2,Brown Andrew J; Rosensweig Daniel
ROCLU,Roth Ch Acquisition V Co.,2021-12-06,2021-12-03,2021-12-03,4060370,3,Lipman John C; Roth Byron; Roth Gordon J
LOCL,Local Bounti Corporation/De,2021-12-06,2021-12-02,2021-12-02,1175100,3,Hurlbert Craig M.; McKinney Mark Alan; Valiasek Kathleen
EVER,"Everquote, Inc.",2021-12-07,2021-11-23,2021-12-06,2738845,2,Blundin David B; Mendal Jayme
QRHC,Quest Resource Holding Corp,2021-12-07,2021-11-22,2021-12-03,4998957,2,Kitt Barry M; Wynnefield Partners Small Cap Value LP I
QRHC,Quest Resource Holding Corp,2021-12-09,2021-11-26,2021-12-07,4151577,2,Kitt Barry M; Wynnefield Partners Small Cap Value LP I
ET,Energy Transfer LP,2021-12-13,2021-12-10,2021-12-10,1350004,3,Long Thomas E; Ramsey Matthew S.; Whitehurst Bradford D.
AGLE,"Aeglea Biotherapeutics, Inc.",2021-12-13,2021-12-09,2021-12-09,384972,2,Alspaugh Jonathan; Quinn Anthony G.
SIX,Six Flags Entertainment Corp,2021-12-13,2021-11-26,2021-12-10,18340269,3,Bassoul Selim A; Jaffer Rehan; Ruchim Arik W
KPLT,"Katapult Holdings, Inc.",2021-12-13,2021-12-09,2021-12-09,19787580,2,Gayhardt Donald; Masto Christopher A
EVER,"Everquote, Inc.",2021-12-15,2021-12-06,2021-12-14,3645208,2,Blundin David B; Mendal Jayme
ARHS,"Arhaus, Inc.",2021-12-15,2021-12-10,2021-12-14,697550,2,Phillipson Dawn; Reed John P
SIX,Six Flags Entertainment Corp,2021-12-16,2021-11-30,2021-12-14,27125082,3,Bassoul Selim A; Jaffer Rehan; Ruchim Arik W
PETQ,"Petiq, Inc.",2021-12-16,2021-12-01,2021-12-14,2223000,2,Christensen McCord; Smith Michael A
GIC,Global Industrial Co,2021-12-16,2021-12-16,2021-12-16,184100315,3,Leeds Bruce; Leeds Richard; Leeds Robert
AMRX,"Amneal Pharmaceuticals, Inc.",2021-12-17,2021-12-15,2021-12-15,1251000,2,Patel Chintu; Patel Chirag K.
BCOR,"Blucora, Inc.",2021-12-17,2021-12-14,2021-12-15,332300,2,Mehlman Marc; Walters Christopher William
PRGO,Perrigo Co Plc,2021-12-20,2021-12-03,2021-12-17,1239177,3,Andersen Svend; Kingma Todd W; Silcock Raymond
PSN,Parsons Corp,2021-12-20,2021-12-15,2021-12-16,1246797,2,Ball George L.; Smith Carey A.
IOT,Samsara Inc.,2021-12-21,2021-12-17,2021-12-17,459599984,6,"Ah Parallel Fund Iv, L.P.; Andreessen Horowitz Fund Iv, L.P.; Andreessen Horowitz Lsv Fund Iii, L.P.; Andreessen Marc L; General Catalyst Group VIII Supplemental, L.P.; Taneja Hemant"
UEPS,Net 1 Ueps Technologies Inc,2021-12-21,2021-12-03,2021-12-17,691424,2,Mali Lincoln Camagu; Meyer Christopher G.B.
AMKR,"Amkor Technology, Inc.",2022-01-04,2021-12-30,2021-12-30,137417722,2,Kim Agnes C; Kim James J
OSAT,Orbsat Corp,2022-01-06,2022-01-05,2022-01-05,2350004,2,Fernandez Charles M.; Phipps David
VIGL,"Vigil Neuroscience, Inc.",2022-01-11,2022-01-11,2022-01-11,30940000,2,"Atlas Venture Fund Xii, L.P.; Vida Ventures Gp Iii, L.L.C."
CINC,"Cincor Pharma, Inc.",2022-01-13,2022-01-11,2022-01-11,68520000,6,"De Garidel Marc; General Atlantic Genpar (Bermuda), L.P.; General Atlantic, L.P.; Healy James; Sofinnova Partners Sas; Sofinnova Venture Partners X, L.P."
BBBY,Bed Bath &amp; Beyond Inc,2022-01-19,2022-01-07,2022-01-18,307155,2,Arnal Gustavo; Hartmann John R.
BDSX,Biodesix Inc,2022-01-31,2021-12-30,2021-12-30,20699994,2,Patience John; Schuler Jack W
NEE,Nextera Energy Inc,2022-02-01,2022-01-28,2022-01-31,5501095,2,Kujawa Rebecca J; Robo James L
WAL,Western Alliance Bancorporation,2022-02-02,2022-01-31,2022-02-01,1046512,2,Gibbons Dale; Vecchione Kenneth
SRRA,"Sierra Oncology, Inc.",2022-02-02,2022-01-31,2022-02-02,30375000,3,Abingworth LLP; Aggarwal Gaurav; Richardson Joshua
GRNA,"Greenlight Biosciences Holdings, Pbc",2022-02-04,2022-02-02,2022-02-02,22000000,2,Obrien Eric; Walker Matthew Alan
ACLX,"Arcellx, Inc.",2022-02-09,2022-02-08,2022-02-08,36249990,2,"New Enterprise Associates 15, L.P.; Novo Holdings A/s"
LOB,"Live Oak Bancshares, Inc.",2022-02-11,2022-02-09,2022-02-09,1399565,2,Losch William C III; Williams William L. III
TWOU,"2U, Inc.",2022-02-15,2022-02-14,2022-02-14,654912,2,Chernis Mark; Paucek Christopher J
SKYX,Sql Technologies Corp.,2022-02-16,2022-02-14,2022-02-14,3499958,2,Campi John P.; Shiff Dov
USX,Us Xpress Enterprises Inc,2022-02-22,2022-02-14,2022-02-17,1106051,2,Fuller Max L; Peterson Eric A.
NOTV,"Inotiv, Inc.",2022-02-22,2022-02-16,2022-02-18,489360,3,Beattie John Gregory; Leasure Robert Jr.; Taylor Beth
SHW,Sherwin Williams Co,2022-02-28,2022-02-24,2022-02-25,773010,2,Mistysyn Allen J; Morikis John G
AMWD,American Woodmark Corp,2022-03-03,2022-03-01,2022-03-01,218829,2,Culbreth Michael Scott; Joachimczyk Paul
FGMC,Fg Merger Corp.,2022-03-03,2022-03-01,2022-03-01,1650000,3,Baqar Hassan; Cerminara Kyle; Swets Larry G Jr
JRVR,"James River Group Holdings, Ltd.",2022-03-07,2022-03-03,2022-03-04,1284743,2,D'Orazio Frank; Schmitzer Richard
HLMN,Hillman Solutions Corp.,2022-03-07,2022-03-07,2022-03-07,1496500,2,Cahill Douglas; Kraft Robert O.
SGFY,"Signify Health, Inc.",2022-03-09,2021-02-16,2021-02-16,556800,2,Douty Laurel; Pierre David
RILY,"B. Riley Financial, Inc.",2022-03-10,2022-02-28,2022-03-09,7127630,2,Kelleher Thomas J /adv; Riley Bryant R
FRST,Primis Financial Corp.,2022-03-10,2022-03-08,2022-03-08,451526,2,Switzer Matthew Alan; Zember Dennis J Jr
BRP,"Brp Group, Inc.",2022-03-11,2022-03-08,2022-03-09,447108,2,Baldwin Trevor; Galbraith Daniel
DOUG,Douglas Elliman Inc.,2022-03-14,2022-03-04,2022-03-10,512200,2,Kirkland J Bryant III; Lampen Richard
ELY,Callaway Golf Co,2022-03-15,2022-03-14,2022-03-14,670695,2,Brewer Oliver G III; Lynch Brian P.
JHG,Janus Henderson Group Plc,2022-03-15,2022-03-07,2022-03-11,185710056,2,Garden Edward P; Peltz Nelson
PCOR,"Procore Technologies, Inc.",2022-03-16,2022-03-14,2022-03-14,119460734,2,"Griffith William J.G.; Iconiq Strategic Partners Vi, L.P."
EXLS,"Exlservice Holdings, Inc.",2022-03-18,2022-03-11,2022-03-16,604727,4,Ayyappan Ajay; Kini Narasimha; Mahon Anita; Nicolelli Maurizio
LSEA,Landsea Homes Corp,2022-03-18,2022-03-14,2022-03-17,1274834,3,Forsum Michael; Ho John; Porter Christopher T
ANIP,Ani Pharmaceuticals Inc,2022-03-23,2022-03-17,2022-03-21,751587,3,Gassert Chad; Lalwani Nikhil; Shanmugam Muthusamy
ORIC,"Oric Pharmaceuticals, Inc.",2022-03-31,2022-03-23,2022-03-31,2045332,2,Chacko Jacob; Piscitelli Dominic
JHG,Janus Henderson Group Plc,2022-03-31,2022-03-29,2022-03-29,48642122,2,Garden Edward P; Peltz Nelson
VERA,"Vera Therapeutics, Inc.",2022-04-05,2022-02-10,2022-02-10,8999985,2,"Enright Patrick G; Sofinnova Venture Partners X, L.P."
INLX,"Intellinetics, Inc.",2022-04-05,2022-04-01,2022-04-01,1709996,2,Taglich Michael N; Taglich Robert
BRZE,"Braze, Inc.",2022-04-12,2022-04-06,2022-04-08,29999978,2,"Iconiq Strategic Partners Vi, L.P.; Jacobson Matthew"
WULF,Terawulf Inc.,2022-04-13,2022-04-11,2022-04-11,3749998,2,Pascual Bryan J.; Prager Paul B.
QRHC,Quest Resource Holding Corp,2022-04-14,2022-04-04,2022-04-12,478535,2,Kitt Barry M; Wynnefield Partners Small Cap Value LP I
PLAY,"Dave &amp; Buster'S Entertainment, Inc.",2022-04-14,2022-04-08,2022-04-13,632200,2,Quartieri Michael; Sheehan Kevin M
DTC,"Solo Brands, Inc.",2022-04-19,2021-11-01,2021-11-01,466650,2,Merris John; Simmons Samuel Morin
WBD,"Warner Bros. Discovery, Inc.",2022-04-27,2022-04-27,2022-04-27,1499148,2,Wiedenfels Gunnar; Zaslav David
CVNA,Carvana Co.,2022-04-28,2022-04-26,2022-04-26,568000000,2,Garcia Ernest C. II; Garcia Ernest C. III
CLF,Cleveland-Cliffs Inc.,2022-04-29,2022-04-26,2022-04-29,227368,2,Goncalves Celso L Jr; Koci Keith
INTC,Intel Corp,2022-05-03,2022-05-02,2022-05-03,491198,2,Gelsinger Patrick P; Zinsner David
GE,General Electric Co,2022-05-03,2022-05-02,2022-05-02,5391756,3,Culp H Lawrence Jr; Slattery John S.; Strazik Scott
CROX,"Crocs, Inc.",2022-05-10,2022-05-09,2022-05-10,405911,2,Hart Daniel P; Mehlman Anne
TNDM,Tandem Diabetes Care Inc,2022-05-10,2022-05-06,2022-05-09,361278,2,Sheridan John F; Vosseller Leigh
VECO,Veeco Instruments Inc,2022-05-11,2022-05-11,2022-05-11,205450,2,Kiernan John P; Miller William John
QRHC,Quest Resource Holding Corp,2022-05-11,2022-04-29,2022-05-09,788951,2,Kitt Barry M; Wynnefield Partners Small Cap Value LP I
CMP,Compass Minerals International Inc,2022-05-12,2022-05-11,2022-05-11,234503,2,Crenshaw Lorin; Crutchfield Kevin S
CLF,Cleveland-Cliffs Inc.,2022-05-12,2022-04-29,2022-05-11,208200,2,Goncalves Celso L Jr; Koci Keith
RILY,"B. Riley Financial, Inc.",2022-05-13,2022-05-02,2022-05-13,18026711,3,Kelleher Thomas J /adv; Moore Andrew; Riley Bryant R
SFNC,Simmons First National Corp,2022-05-13,2022-05-03,2022-05-03,841000,2,Fehlman Robert A; Makris George Jr
BW,"Babcock &amp; Wilcox Enterprises, Inc.",2022-05-16,2022-05-12,2022-05-12,271601,2,Salamone Louis Jr; Young Kenneth M
KD,"Kyndryl Holdings, Inc.",2022-05-16,2022-05-12,2022-05-13,1202383,2,Schroeter Martin J; Wyshner David B
JXN,Jackson Financial Inc.,2022-05-17,2022-05-13,2022-05-13,978463,4,Chelko Carrie; Ganguly Devkumar Dilip; Myers Paul Chadwick; Prieskorn Laura Louene
ABCL,Abcellera Biologics Inc.,2022-05-17,2022-05-12,2022-05-16,1759930,2,Booth Andrew; Lecault Veronique
NGM,Ngm Biopharmaceuticals Inc,2022-05-19,2022-05-09,2022-05-17,15531054,2,Column Group L P; Goeddel David V
RPAY,Repay Holdings Corp,2022-05-19,2022-05-18,2022-05-18,1305000,2,Morris John Andrew Sr.; Murphy Timothy John
ORLY,O Reilly Automotive Inc,2022-05-23,2022-05-20,2022-05-23,601235,2,Fletcher Jeremy Adam; Groves Jeffrey Lynn
RILY,"B. Riley Financial, Inc.",2022-05-24,2022-05-09,2022-05-20,9033160,3,Asher Daniel; Kelleher Thomas J /adv; Riley Bryant R
NIC,Nicolet Bankshares Inc,2022-05-26,2022-05-24,2022-05-24,584689,2,Daniels Michael E; Moore Hubert Phillip Jr
SIX,Six Flags Entertainment Corp,2022-05-31,2022-05-13,2022-05-26,31934668,2,Jaffer Rehan; Ruchim Arik W
DTC,"Solo Brands, Inc.",2022-06-01,2022-05-24,2022-05-27,732916,2,Merris John; Webb Somer
NGM,Ngm Biopharmaceuticals Inc,2022-06-02,2022-05-17,2022-05-31,12275013,2,Column Group L P; Goeddel David V
RMBL,"Rumbleon, Inc.",2022-06-02,2022-05-27,2022-05-31,978715,2,Coulter William; Tkach Mark
COMM,"Commscope Holding Company, Inc.",2022-06-07,2022-06-02,2022-06-03,644940,2,Lorentzen Kyle David; Treadway Charles L.
PACW,Pacwest Bancorp,2022-06-08,2022-06-06,2022-06-06,1550000,6,Black William J; Blake Christopher D; Cordes Rebecca H; Olson Bart R; Sparks Monica L; Wagner Matthew P
NGM,Ngm Biopharmaceuticals Inc,2022-06-13,2022-05-31,2022-06-09,46067523,2,Column Group L P; Goeddel David V
TUP,Tupperware Brands Corp,2022-06-14,2022-06-10,2022-06-10,1241900,2,Fernandez Calero Miguel Angel; Goudis Richard
PCOR,"Procore Technologies, Inc.",2022-06-14,2022-06-10,2022-06-10,48998976,2,"Griffith William J.G.; Iconiq Strategic Partners Vi, L.P."
EVA,Enviva Inc.,2022-06-23,2022-06-23,2022-06-23,1247705,2,Even Shai; Keppler John K.
ANTX,"An2 Therapeutics, Inc.",2022-06-24,2022-03-29,2022-03-29,7499970,2,"Adjuvant Global Health Technology Fund, L.P.; Aziz Kabeer"
CHK,Chesapeake Energy Corp,2022-06-28,2022-06-16,2022-06-24,580753,2,Dell'Osso Domenic J Jr; Viets Joshua J.
SKIL,Skillsoft Corp.,2022-06-28,2022-06-15,2022-06-28,241440,2,Ferrera Gary W; Tarr Jeffrey R
VOXX,Voxx International Corp,2022-07-20,2022-07-12,2022-07-19,1363668,2,Kahli Beat; Lavelle Patrick M
CNDT,Conduent Inc,2022-08-05,2022-08-04,2022-08-04,401403,2,Skelton Clifford; Wood Stephen Henry
