ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,opportunistic_count,routine_insiders,insider_details,insider_vwap,market_cap_m,mcap_band,price,high_52w,low_52w,drawdown_52w_pct,near_52w_low,pre_cluster_close,pre_cluster_crash_pct,cmp_reliable,shares_approximate,entry_price,outcome_7d,outcome_10d,outcome_30d,outcome_60d,outcome_90d,outcome_180d,outcome_7d_date,outcome_10d_date,outcome_30d_date,outcome_60d_date,outcome_90d_date,outcome_180d_date,iwm_7d,iwm_10d,iwm_30d,iwm_60d,iwm_90d,iwm_180d,alpha_7d,alpha_10d,alpha_30d,alpha_60d,alpha_90d,alpha_180d,delisted_or_acquired,notes
MAC,The Macerich Company,2020-03-12,2020-02-12,2020-03-12,1491192,5,5,,"[{""name"": ""Coppola Edward C"", ""role"": ""Pres"", ""date"": ""2020-02-12"", ""price"": 23.3, ""value"": 233000.0}, {""name"": ""Alschuler John H Jr"", ""role"": ""Dir"", ""date"": ""2020-02-12"", ""price"": 23.68, ""value"": 199312.0}, {""name"": ""Stephen Andrea M"", ""role"": ""Dir"", ""date"": ""2020-02-12"", ""price"": 23.33, ""value"": 466600.0}, {""name"": ""Coppola Edward C"", ""role"": ""Pres"", ""date"": ""2020-02-19"", ""price"": 23.03, ""value"": 230287.0}, {""name"": ""Anderson Dana K"", ""role"": ""Vice Chair Emeritus"", ""date"": ""2020-02-24"", ""price"": 22.65, ""value"": 226493.0}, {""name"": ""Healey Doug J"", ""role"": ""EVP, Leasing"", ""date"": ""2020-03-12"", ""price"": 13.55, ""value"": 135500.0}]",21.8,1437.3,$500M-$3B,10.17194652557373,29.759075164794922,11.453686714172363,-65.8,True,18.75598907470703,16.2,True,False,10.008003234863281,-42.59,-48.99,-34.7,-50.51,-19.49,-36.24,2020-03-19,2020-03-23,2020-04-13,2020-05-11,2020-06-10,2020-09-08,-13.0577,-16.3807,1.1429,10.6631,22.8302,26.3482,-29.5323,-32.6093,-35.8429,-61.1731,-42.3202,-62.5882,False,
IHRT,"iHeartMedia, Inc.",2020-03-12,2020-03-03,2020-03-12,1627038,3,3,,"[{""name"": ""Mahoney Sean O"", ""role"": ""Dir"", ""date"": ""2020-03-03"", ""price"": 14.74, ""value"": 442188.0}, {""name"": ""McGuinness Michael B"", ""role"": ""EVP-Finance, Deputy CFO"", ""date"": ""2020-03-06"", ""price"": 12.12, ""value"": 242444.0}, {""name"": ""Mahoney Sean O"", ""role"": ""Dir"", ""date"": ""2020-03-11"", ""price"": 10.94, ""value"": 437756.0}, {""name"": ""Barber Gary"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 8.85, ""value"": 504650.0}]",11.07,542.5,$500M-$3B,8.289999961853027,18.219999313354492,10.640000343322754,-54.5,True,17.8799991607666,-38.1,True,False,10.390000343322754,-32.53,-20.21,-30.61,-36.48,-4.23,-12.13,2020-03-19,2020-03-23,2020-04-13,2020-05-11,2020-06-10,2020-09-08,-13.0577,-16.3807,1.1429,10.6631,22.8302,26.3482,-19.4723,-3.8293,-31.7529,-47.1431,-27.0602,-38.4782,False,
BUSE,First Busey Corporation,2020-03-12,2020-03-04,2020-03-12,840061,3,3,,"[{""name"": ""Jensen Karen M"", ""role"": ""Dir"", ""date"": ""2020-03-04"", ""price"": 21.6, ""value"": 540000.0}, {""name"": ""Barr George"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 16.64, ""value"": 199675.0}, {""name"": ""Sloan Thomas G"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 17.31, ""value"": 100386.0}]",19.63,670.7,$500M-$3B,12.26904010772705,21.33151626586914,13.908500671386719,-42.5,True,19.696657180786133,-0.3,True,False,13.646804809570312,-13.14,-18.89,2.26,-7.66,7.32,2.49,2020-03-19,2020-03-23,2020-04-13,2020-05-11,2020-06-10,2020-09-08,-13.0577,-16.3807,1.1429,10.6631,22.8302,26.3482,-0.0823,-2.5093,1.1171,-18.3231,-15.5102,-23.8582,False,
BHF,"Brighthouse Financial, Inc.",2020-03-12,2020-03-09,2020-03-12,1053899,6,6,,"[{""name"": ""Steigerwalt Eric T"", ""role"": ""Pres, CEO"", ""date"": ""2020-03-09"", ""price"": 23.71, ""value"": 237079.0}, {""name"": ""Rosenthal John"", ""role"": ""EVP, Chief Investment Officer"", ""date"": ""2020-03-09"", ""price"": 23.83, ""value"": 357380.0}, {""name"": ""Spehar Edward A."", ""role"": ""EVP, CFO"", ""date"": ""2020-03-10"", ""price"": 24.32, ""value"": 121624.0}, {""name"": ""Debiase Christine M."", ""role"": ""EVP, Chief Admin Officer, GC"", ""date"": ""2020-03-10"", ""price"": 24.59, ""value"": 122966.0}, {""name"": ""Wallace William Francis"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 22.83, ""value"": 114150.0}, {""name"": ""Shouvlin Patrick J."", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 20.14, ""value"": 100700.0}]",23.42,2095.6,$500M-$3B,19.940000534057617,47.369998931884766,23.670000076293945,-57.9,True,40.810001373291016,-42.6,True,False,23.260000228881836,-25.84,-28.25,10.15,20.77,49.36,31.51,2020-03-19,2020-03-23,2020-04-13,2020-05-11,2020-06-10,2020-09-08,-13.0577,-16.3807,1.1429,10.6631,22.8302,26.3482,-12.7823,-11.8693,9.0071,10.1069,26.5298,5.1618,False,
AMG,"Affiliated Managers Group, Inc.",2020-03-12,2020-02-18,2020-03-12,2231132,5,5,,"[{""name"": ""Horgen Jay C."", ""role"": ""Pres, CEO"", ""date"": ""2020-02-18"", ""price"": 83.13, ""value"": 831300.0}, {""name"": ""Churchill Dwight D."", ""role"": ""Dir"", ""date"": ""2020-02-20"", ""price"": 87.67, ""value"": 219175.0}, {""name"": ""Byrne Samuel T"", ""role"": ""Dir"", ""date"": ""2020-02-24"", ""price"": 85.13, ""value"": 425651.0}, {""name"": ""Wojcik Thomas M"", ""role"": ""CFO"", ""date"": ""2020-03-02"", ""price"": 75.0, ""value"": 101250.0}, {""name"": ""Cutler Hugh"", ""role"": ""EVP, Global Distribution"", ""date"": ""2020-03-03"", ""price"": 71.67, ""value"": 122556.0}, {""name"": ""Horgen Jay C."", ""role"": ""Pres, CEO"", ""date"": ""2020-03-12"", ""price"": 53.12, ""value"": 531200.0}]",73.01,2407.4,$500M-$3B,50.29182434082031,113.61121368408203,61.39236831665039,-55.7,True,83.5634994506836,-12.6,True,False,57.069942474365234,-3.22,-21.03,10.02,15.81,34.18,19.22,2020-03-19,2020-03-23,2020-04-13,2020-05-11,2020-06-10,2020-09-08,-13.0577,-16.3807,1.1429,10.6631,22.8302,26.3482,9.8377,-4.6493,8.8771,5.1469,11.3498,-7.1282,False,
CWH,"Camping World Holdings, Inc.",2020-03-13,2020-03-05,2020-03-13,1731869,5,5,,"[{""name"": ""Lemonis Marcus"", ""role"": ""CEO, 10%"", ""date"": ""2020-03-05"", ""price"": 10.71, ""value"": 535560.0}, {""name"": ""Moody Brent L."", ""role"": ""Pres"", ""date"": ""2020-03-05"", ""price"": 10.88, ""value"": 108762.0}, {""name"": ""Flanigan Melvin"", ""role"": ""CFO, SECRETARY"", ""date"": ""2020-03-09"", ""price"": 9.7, ""value"": 213400.0}, {""name"": ""Adams Stephen"", ""role"": ""Dir"", ""date"": ""2020-03-11"", ""price"": 8.12, ""value"": 111691.0}, {""name"": ""Lemonis Marcus"", ""role"": ""CEO, 10%"", ""date"": ""2020-03-12"", ""price"": 6.33, ""value"": 632890.0}, {""name"": ""Baltins Andris A"", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 6.48, ""value"": 129566.0}]",8.03,447.0,$200M-$500M,5.066285133361816,12.201114654541016,4.388058185577393,-58.5,False,11.440808296203613,-29.8,True,False,4.3828558921813965,-27.63,-17.12,16.61,151.19,258.64,506.25,2020-03-20,2020-03-23,2020-04-13,2020-05-12,2020-06-11,2020-09-09,-2.1424,-3.5901,16.614,23.008,30.8166,47.8813,-25.4876,-13.5299,-0.004,128.182,227.8234,458.3687,False,
SWX,"Southwest Gas Holdings, Inc.",2020-03-13,2020-03-03,2020-03-13,791189,4,4,,"[{""name"": ""Lewis-Raymond Jane"", ""role"": ""Dir"", ""date"": ""2020-03-03"", ""price"": 69.02, ""value"": 103530.0}, {""name"": ""Boughner Robert L"", ""role"": ""Dir"", ""date"": ""2020-03-09"", ""price"": 64.69, ""value"": 161725.0}, {""name"": ""Boughner Robert L"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 54.39, ""value"": 271934.0}, {""name"": ""Daily Paul M"", ""role"": ""CEO, Centuri Group, Inc."", ""date"": ""2020-03-12"", ""price"": 54.18, ""value"": 149000.0}, {""name"": ""Hester John P"", ""role"": ""Pres, CEO"", ""date"": ""2020-03-13"", ""price"": 52.5, ""value"": 105000.0}]",57.54,2591.6,$500M-$3B,47.441524505615234,73.79724884033203,42.83625030517578,-35.7,True,64.27873992919922,-10.5,True,False,42.454524993896484,1.42,0.08,46.62,38.59,29.43,23.35,2020-03-20,2020-03-23,2020-04-13,2020-05-12,2020-06-11,2020-09-09,-2.1424,-3.5901,16.614,23.008,30.8166,47.8813,3.5624,3.6701,30.006,15.582,-1.3866,-24.5313,False,
ASIX,AdvanSix Inc.,2020-03-13,2020-02-28,2020-03-13,862167,3,3,,"[{""name"": ""Marberry Michael"", ""role"": ""Dir"", ""date"": ""2020-02-28"", ""price"": 14.37, ""value"": 494328.0}, {""name"": ""Spurlin Sharon"", ""role"": ""Dir"", ""date"": ""2020-03-06"", ""price"": 12.66, ""value"": 148945.0}, {""name"": ""Marberry Michael"", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 8.91, ""value"": 106163.0}, {""name"": ""Karran Todd D."", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 8.92, ""value"": 112731.0}]",12.19,270.7,$200M-$500M,9.696769714355469,30.241239547729492,7.7121052742004395,-67.9,False,17.70793342590332,-31.2,True,False,11.083319664001465,5.31,-4.17,-2.7,-6.87,-2.04,7.36,2020-03-20,2020-03-23,2020-04-13,2020-05-12,2020-06-11,2020-09-09,-2.1424,-3.5901,16.614,23.008,30.8166,47.8813,7.4524,-0.5799,-19.314,-29.878,-32.8566,-40.5213,False,
PSN,Parsons Corporation,2020-03-13,2020-03-12,2020-03-13,1846362,3,3,,"[{""name"": ""Harrington Charles L."", ""role"": ""COB, CEO"", ""date"": ""2020-03-12"", ""price"": 28.86, ""value"": 461773.0}, {""name"": ""Ball George L."", ""role"": ""CFO"", ""date"": ""2020-03-12"", ""price"": 29.4, ""value"": 882000.0}, {""name"": ""McMahon Harry T."", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 28.72, ""value"": 502589.0}]",29.08,2952.7,$500M-$3B,29.329999923706055,45.029998779296875,28.549999237060547,-34.9,True,39.709999084472656,-26.8,True,False,27.469999313354492,-3.35,-1.16,31.05,43.54,41.14,27.48,2020-03-20,2020-03-23,2020-04-13,2020-05-12,2020-06-11,2020-09-09,-2.1424,-3.5901,16.614,23.008,30.8166,47.8813,-1.2076,2.4301,14.436,20.532,10.3234,-20.4013,False,
SKYW,"SkyWest, Inc.",2020-03-13,2020-03-09,2020-03-13,1652019,3,3,,"[{""name"": ""Atkin Jerry C"", ""role"": ""Dir"", ""date"": ""2020-03-09"", ""price"": 37.9, ""value"": 587390.0}, {""name"": ""Albrecht W Steve"", ""role"": ""Dir"", ""date"": ""2020-03-09"", ""price"": 36.71, ""value"": 300132.0}, {""name"": ""Atkin Jerry C"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 26.73, ""value"": 360910.0}, {""name"": ""Simmons Robert J"", ""role"": ""CFO"", ""date"": ""2020-03-13"", ""price"": 25.64, ""value"": 102552.0}, {""name"": ""Albrecht W Steve"", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 25.54, ""value"": 301035.0}]",31.19,1375.9,$500M-$3B,27.258813858032227,65.85888671875,26.025203704833984,-58.6,True,46.48921203613281,-32.9,True,False,22.831745147705078,-11.85,-9.24,17.38,13.48,35.29,48.52,2020-03-20,2020-03-23,2020-04-13,2020-05-12,2020-06-11,2020-09-09,-2.1424,-3.5901,16.614,23.008,30.8166,47.8813,-9.7076,-5.6499,0.766,-9.528,4.4734,0.6387,False,
AKR,Acadia Realty Trust,2020-03-13,2020-02-24,2020-03-13,698661,3,3,,"[{""name"": ""Bernstein Kenneth F"", ""role"": ""Pres, CEO"", ""date"": ""2020-02-24"", ""price"": 19.91, ""value"": 255361.0}, {""name"": ""Wielansky Lee S"", ""role"": ""Dir"", ""date"": ""2020-02-26"", ""price"": 24.73, ""value"": 247300.0}, {""name"": ""Gottfried John J."", ""role"": ""EVP, CFO"", ""date"": ""2020-03-13"", ""price"": 20.0, ""value"": 196000.0}]",21.41,1247.8,$500M-$3B,15.193928718566895,23.008647918701172,14.845550537109375,-34.0,True,20.221620559692383,5.9,True,False,12.763214111328125,-8.25,-15.88,-13.24,-31.55,-17.99,-24.84,2020-03-20,2020-03-23,2020-04-13,2020-05-12,2020-06-11,2020-09-09,-2.1424,-3.5901,16.614,23.008,30.8166,47.8813,-6.1076,-12.2899,-29.854,-54.558,-48.8066,-72.7213,False,
OFIX,Orthofix Medical Inc.,2020-03-16,2020-02-27,2020-03-16,856364,3,3,,"[{""name"": ""Serbousek Jon Carl"", ""role"": ""CEO"", ""date"": ""2020-02-27"", ""price"": 35.48, ""value"": 102895.0}, {""name"": ""Hinrichs James F."", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 26.85, ""value"": 268469.0}, {""name"": ""Matricaria Ronald A"", ""role"": ""Dir"", ""date"": ""2020-03-16"", ""price"": 24.25, ""value"": 485000.0}]",26.03,506.3,$500M-$3B,24.0,57.36000061035156,26.399999618530273,-58.2,True,46.02000045776367,-43.4,True,False,24.190000534057617,1.28,14.14,26.17,39.07,44.19,20.05,2020-03-23,2020-03-26,2020-04-15,2020-05-15,2020-06-15,2020-09-14,-7.8158,8.2049,9.122,15.8657,31.0453,42.2826,9.0958,5.9351,17.048,23.2043,13.1447,-22.2326,False,
MAC,The Macerich Company,2020-03-16,2020-02-19,2020-03-16,1001783,4,4,,"[{""name"": ""Coppola Edward C"", ""role"": ""Pres"", ""date"": ""2020-02-19"", ""price"": 23.03, ""value"": 230287.0}, {""name"": ""Anderson Dana K"", ""role"": ""Vice Chair Emeritus"", ""date"": ""2020-02-24"", ""price"": 22.65, ""value"": 226493.0}, {""name"": ""Healey Doug J"", ""role"": ""EVP, Leasing"", ""date"": ""2020-03-12"", ""price"": 13.55, ""value"": 135500.0}, {""name"": ""Coppola Edward C"", ""role"": ""Pres"", ""date"": ""2020-03-16"", ""price"": 8.06, ""value"": 160733.0}, {""name"": ""O Hern Thomas E"", ""role"": ""CEO"", ""date"": ""2020-03-16"", ""price"": 9.95, ""value"": 248770.0}]",13.37,1017.1,$500M-$3B,7.198607921600342,29.75907325744629,10.008003234863281,-75.8,True,18.755992889404297,-28.7,True,False,6.714231014251709,-23.97,-23.42,-14.43,-28.27,7.94,-16.34,2020-03-23,2020-03-26,2020-04-15,2020-05-15,2020-06-15,2020-09-14,-7.8158,8.2049,9.122,15.8657,31.0453,42.2826,-16.1542,-31.6249,-23.552,-44.1357,-23.1053,-58.6226,False,
RILY,"BRC Group Holdings, Inc.",2020-03-16,2020-03-09,2020-03-16,587484,4,4,,"[{""name"": ""Kelleher Thomas J /adv"", ""role"": ""Co-CEO"", ""date"": ""2020-03-09"", ""price"": 20.43, ""value"": 204325.0}, {""name"": ""Williams Mikel H"", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 19.61, ""value"": 173955.0}, {""name"": ""Sheldon Michael Joseph"", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 18.91, ""value"": 100734.0}, {""name"": ""Moore Andrew"", ""role"": ""CEO of B. Riley FBR, Inc."", ""date"": ""2020-03-16"", ""price"": 18.08, ""value"": 108470.0}]",19.45,287.6,$200M-$500M,11.006412506103516,18.212684631347656,9.627851486206055,-39.6,True,15.258265495300293,27.5,True,False,11.957426071166992,-22.48,-2.97,-2.07,-9.07,17.04,43.34,2020-03-23,2020-03-26,2020-04-15,2020-05-15,2020-06-15,2020-09-14,-7.8158,8.2049,9.122,15.8657,31.0453,42.2826,-14.6642,-11.1749,-11.192,-24.9357,-14.0053,1.0574,False,
CHDN,Churchill Downs Incorporated,2020-03-16,2020-03-02,2020-03-16,1042250,3,3,,"[{""name"": ""Rankin R Alex"", ""role"": ""Dir"", ""date"": ""2020-03-02"", ""price"": 126.69, ""value"": 126690.0}, {""name"": ""Varga Paul C"", ""role"": ""Dir"", ""date"": ""2020-03-05"", ""price"": 105.74, ""value"": 655568.0}, {""name"": ""Lloyd Karole"", ""role"": ""Dir"", ""date"": ""2020-03-06"", ""price"": 120.32, ""value"": 120323.0}, {""name"": ""Varga Paul C"", ""role"": ""Dir"", ""date"": ""2020-03-16"", ""price"": 77.59, ""value"": 139669.0}]",104.23,1464.0,$500M-$3B,37.00813674926758,80.56990814208984,37.75809860229492,-54.1,True,80.56990814208984,29.4,True,False,35.16508483886719,2.33,37.09,27.73,41.48,88.92,132.26,2020-03-23,2020-03-26,2020-04-15,2020-05-15,2020-06-15,2020-09-14,-7.8158,8.2049,9.122,15.8657,31.0453,42.2826,10.1458,28.8851,18.608,25.6143,57.8747,89.9774,False,
THC,Tenet Healthcare Corporation,2020-03-16,2020-03-02,2020-03-16,1117754,3,3,,"[{""name"": ""Rittenmeyer Ronald A"", ""role"": ""Exec COB, CEO"", ""date"": ""2020-03-02"", ""price"": 27.11, ""value"": 271100.0}, {""name"": ""Rittenmeyer Ronald A"", ""role"": ""Exec COB, CEO"", ""date"": ""2020-03-13"", ""price"": 17.18, ""value"": 197570.0}, {""name"": ""Cancelmi Daniel J"", ""role"": ""EVP, CFO"", ""date"": ""2020-03-13"", ""price"": 15.79, ""value"": 303484.0}, {""name"": ""Sutaria Saumya"", ""role"": ""Pres, COO"", ""date"": ""2020-03-16"", ""price"": 17.28, ""value"": 345600.0}]",18.41,1562.2,$500M-$3B,14.979999542236328,38.75,17.520000457763672,-61.3,True,34.20000076293945,-46.2,True,False,13.149999618530273,6.01,40.53,48.59,30.49,64.94,124.94,2020-03-23,2020-03-26,2020-04-15,2020-05-15,2020-06-15,2020-09-14,-7.8158,8.2049,9.122,15.8657,31.0453,42.2826,13.8258,32.3251,39.468,14.6243,33.8947,82.6574,False,
SUN,Sunoco LP,2020-03-17,2020-03-12,2020-03-17,449571,3,3,,"[{""name"": ""Kim Joseph"", ""role"": ""Pres, CEO"", ""date"": ""2020-03-12"", ""price"": 17.66, ""value"": 204080.0}, {""name"": ""Miller Thomas R"", ""role"": ""CFO"", ""date"": ""2020-03-13"", ""price"": 20.0, ""value"": 100000.0}, {""name"": ""Fails Karl R"", ""role"": ""SVP, Chief Operations Officer"", ""date"": ""2020-03-17"", ""price"": 14.55, ""value"": 145491.0}]",16.93,776.2,$500M-$3B,9.349541664123535,19.630239486694336,9.477618217468262,-52.4,True,17.47321319580078,-3.1,True,False,7.275933265686035,15.09,30.93,58.26,106.75,122.87,129.88,2020-03-24,2020-03-27,2020-04-16,2020-05-18,2020-06-15,2020-09-14,9.0727,13.0291,17.3973,33.233,42.0564,54.2379,6.0173,17.9009,40.8627,73.517,80.8136,75.6421,False,
BANF,BancFirst Corporation,2020-03-17,2020-02-28,2020-03-17,1723836,4,4,,"[{""name"": ""Brand Dennis L"", ""role"": ""EVP and"", ""date"": ""2020-02-28"", ""price"": 51.93, ""value"": 207720.0}, {""name"": ""Brand Dennis L"", ""role"": ""EVP and"", ""date"": ""2020-03-09"", ""price"": 40.47, ""value"": 161870.0}, {""name"": ""Brand Dennis L"", ""role"": ""EVP and"", ""date"": ""2020-03-12"", ""price"": 34.16, ""value"": 239120.0}, {""name"": ""Norick Ronald J"", ""role"": ""Dir"", ""date"": ""2020-03-13"", ""price"": 38.21, ""value"": 382068.0}, {""name"": ""Samis Michael S."", ""role"": ""Dir"", ""date"": ""2020-03-16"", ""price"": 35.0, ""value"": 105000.0}, {""name"": ""McCasland Thomas Howard III"", ""role"": ""Dir"", ""date"": ""2020-03-17"", ""price"": 34.89, ""value"": 628058.0}]",37.47,991.3,$500M-$3B,30.31938362121582,55.809818267822266,29.932363510131836,-45.7,True,52.29146957397461,-28.3,True,False,23.942367553710938,25.13,22.92,11.94,33.53,46.55,67.69,2020-03-24,2020-03-27,2020-04-16,2020-05-18,2020-06-15,2020-09-14,9.0727,13.0291,17.3973,33.233,42.0564,54.2379,16.0573,9.8909,-5.4573,0.297,4.4936,13.4521,False,
PAGP,"Plains GP Holdings, L.P.",2020-03-18,2020-02-24,2020-03-18,4016105,4,4,,"[{""name"": ""Chiang Willie Cw"", ""role"": ""COB, CEO"", ""date"": ""2020-02-24"", ""price"": 15.82, ""value"": 1028482.0}, {""name"": ""Armstrong Greg L"", ""role"": ""Dir"", ""date"": ""2020-02-24"", ""price"": 15.9, ""value"": 1116303.0}, {""name"": ""Pefanis Harry N"", ""role"": ""Pres, CCO"", ""date"": ""2020-02-26"", ""price"": 14.39, ""value"": 431787.0}, {""name"": ""Armstrong Greg L"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 7.25, ""value"": 145000.0}, {""name"": ""Pefanis Harry N"", ""role"": ""Pres, CCO"", ""date"": ""2020-03-12"", ""price"": 7.36, ""value"": 147100.0}, {""name"": ""Sinnott Robert V"", ""role"": ""Dir"", ""date"": ""2020-03-16"", ""price"": 4.2, ""value"": 525500.0}, {""name"": ""Chiang Willie Cw"", ""role"": ""COB, CEO"", ""date"": ""2020-03-16"", ""price"": 5.82, ""value"": 241933.0}, {""name"": ""Armstrong Greg L"", ""role"": ""Dir"", ""date"": ""2020-03-18"", ""price"": 3.8, ""value"": 380000.0}]",8.51,395.1,$200M-$500M,2.1694090366363525,14.955772399902344,2.971282482147217,-85.5,True,10.554888725280762,-19.4,True,False,2.971282482147217,32.85,12.97,59.62,100.9,123.72,54.75,2020-03-25,2020-03-30,2020-04-17,2020-05-18,2020-06-16,2020-09-14,6.2821,11.1821,17.9667,28.2305,40.01,48.4467,26.5679,1.7879,41.6533,72.6695,83.71,6.3033,False,
CIM,Chimera Investment Corporation,2020-03-18,2020-03-09,2020-03-18,4894922,5,5,,"[{""name"": ""Donlin Paul"", ""role"": ""Dir"", ""date"": ""2020-03-09"", ""price"": 24.64, ""value"": 381775.0}, {""name"": ""Donlin Paul"", ""role"": ""Dir"", ""date"": ""2020-03-12"", ""price"": 15.22, ""value"": 1835669.0}, {""name"": ""Donlin Paul"", ""role"": ""Dir"", ""date"": ""2020-03-16"", ""price"": 19.06, ""value"": 262915.0}, {""name"": ""Lambiase Matthew"", ""role"": ""CEO, Pres, Dir"", ""date"": ""2020-03-18"", ""price"": 8.51, ""value"": 425500.0}, {""name"": ""Creagh Gerard"", ""role"": ""Dir"", ""date"": ""2020-03-18"", ""price"": 8.44, ""value"": 303840.0}, {""name"": ""Donlin Paul"", ""role"": ""Dir"", ""date"": ""2020-03-18"", ""price"": 7.86, ""value"": 813503.0}, {""name"": ""Yarlagadda Choudhary"", ""role"": ""COO"", ""date"": ""2020-03-18"", ""price"": 7.5, ""value"": 306570.0}, {""name"": ""Colligan Robert S"", ""role"": ""CFO"", ""date"": ""2020-03-18"", ""price"": 9.31, ""value"": 139650.0}, {""name"": ""Lambiase Matthew"", ""role"": ""CEO, Pres, Dir"", ""date"": ""2020-03-18"", ""price"": 8.51, ""value"": 425500.0}]",10.99,2667.0,$500M-$3B,14.244983673095703,32.80057907104492,17.4422550201416,-56.6,True,30.802284240722656,-64.3,True,False,13.517034530639648,-1.58,14.19,-17.34,-12.6,20.47,-0.21,2020-03-25,2020-03-30,2020-04-17,2020-05-18,2020-06-16,2020-09-14,6.2821,11.1821,17.9667,28.2305,40.01,48.4467,-7.8621,3.0079,-35.3067,-40.8305,-19.54,-48.6567,False,
GEL,"Genesis Energy, L.P.",2020-03-18,2020-02-21,2020-03-18,1774367,3,3,,"[{""name"": ""Flynn Edward T"", ""role"": ""Pres, Genesis Alkali, LLC"", ""date"": ""2020-02-21"", ""price"": 14.63, ""value"": 154844.0}, {""name"": ""Davison James E"", ""role"": ""Dir"", ""date"": ""2020-02-28"", ""price"": 9.77, ""value"": 488495.0}, {""name"": ""Davison James E. Jr."", ""role"": ""Dir"", ""date"": ""2020-03-06"", ""price"": 8.65, ""value"": 236476.0}, {""name"": ""Flynn Edward T"", ""role"": ""Pres, Genesis Alkali, LLC"", ""date"": ""2020-03-06"", ""price"": 8.74, ""value"": 100510.0}, {""name"": ""Davison James E. Jr."", ""role"": ""Dir"", ""date"": ""2020-03-09"", ""price"": 6.13, ""value"": 445242.0}, {""name"": ""Davison James E"", ""role"": ""Dir"", ""date"": ""2020-03-18"", ""price"": 3.49, ""value"": 348800.0}]",6.52,257.9,$200M-$500M,2.103827953338623,14.948583602905273,3.169402837753296,-85.9,True,12.807392120361328,-49.1,True,False,2.4180357456207275,1.98,-15.25,45.76,102.77,165.91,47.95,2020-03-25,2020-03-30,2020-04-17,2020-05-18,2020-06-16,2020-09-14,6.2821,11.1821,17.9667,28.2305,40.01,48.4467,-4.3021,-26.4321,27.7933,74.5395,125.9,-0.4967,False,
TEX,Terex Corporation,2020-03-19,2020-02-24,2020-03-19,1162878,5,5,,"[{""name"": ""Sheehan John D"", ""role"": ""SVP, CFO"", ""date"": ""2020-02-24"", ""price"": 23.79, ""value"": 237886.0}, {""name"": ""Rush Andra"", ""role"": ""Dir"", ""date"": ""2020-02-25"", ""price"": 23.37, ""value"": 199492.0}, {""name"": ""Sachs David A"", ""role"": ""Dir"", ""date"": ""2020-03-10"", ""price"": 16.23, ""value"": 324600.0}, {""name"": ""Garrison John L Jr"", ""role"": ""COB, CEO"", ""date"": ""2020-03-13"", ""price"": 14.81, ""value"": 148100.0}, {""name"": ""Cholmondeley Paula H"", ""role"": ""Dir"", ""date"": ""2020-03-19"", ""price"": 12.64, ""value"": 252800.0}]",16.97,966.3,$500M-$3B,13.66702938079834,31.311294555664062,12.271288871765137,-56.4,True,25.000314712524414,-32.1,True,False,13.329803466796875,5.27,-3.3,-5.06,4.29,35.49,38.93,2020-03-26,2020-03-30,2020-04-20,2020-05-18,2020-06-17,2020-09-15,15.6426,13.8903,19.4146,31.3541,40.8278,52.3507,-10.3726,-17.1903,-24.4746,-27.0641,-5.3378,-13.4207,False,
CNR,"Core Natural Resources, Inc.",2020-03-19,2020-03-12,2020-03-19,1207368,3,3,,"[{""name"": ""Lee Jeffrey S."", ""role"": ""EVP, CFO"", ""date"": ""2020-03-12"", ""price"": 4.87, ""value"": 486950.0}, {""name"": ""Metcalf James S"", ""role"": ""COB, CEO"", ""date"": ""2020-03-19"", ""price"": 3.79, ""value"": 378530.0}, {""name"": ""Janki Daniel C."", ""role"": ""Dir"", ""date"": ""2020-03-19"", ""price"": 4.0, ""value"": 341888.0}]",4.23,862.6,$500M-$3B,6.841806411743164,34.08915710449219,4.13090181350708,-79.9,False,5.836743354797363,-27.5,True,False,5.8920674324035645,-32.39,-41.0,-19.25,7.51,1.25,-20.03,2020-03-26,2020-03-30,2020-04-20,2020-05-18,2020-06-17,2020-09-15,15.6426,13.8903,19.4146,31.3541,40.8278,52.3507,-48.0326,-54.8903,-38.6646,-23.8441,-39.5778,-72.3807,False,
