ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,opportunistic_count,routine_insiders,insider_details,insider_vwap,market_cap_m,mcap_band,price,high_52w,low_52w,drawdown_52w_pct,near_52w_low,pre_cluster_close,pre_cluster_crash_pct,cmp_reliable,shares_approximate,entry_price,outcome_7d,outcome_10d,outcome_30d,outcome_60d,outcome_90d,outcome_180d,outcome_7d_date,outcome_10d_date,outcome_30d_date,outcome_60d_date,outcome_90d_date,outcome_180d_date,iwm_7d,iwm_10d,iwm_30d,iwm_60d,iwm_90d,iwm_180d,alpha_7d,alpha_10d,alpha_30d,alpha_60d,alpha_90d,alpha_180d,delisted_or_acquired,notes
PBH,Prestige Consumer Healthcare Inc.,2018-02-07,2018-02-05,2018-02-07,777699,4,4,,"[{""name"": ""Jenness James M"", ""role"": ""Dir"", ""date"": ""2018-02-05"", ""price"": 35.47, ""value"": 148974.0}, {""name"": ""Lombardi Ronald M."", ""role"": ""CEO"", ""date"": ""2018-02-05"", ""price"": 35.94, ""value"": 251580.0}, {""name"": ""Costley Gary E"", ""role"": ""Dir"", ""date"": ""2018-02-05"", ""price"": 35.47, ""value"": 266025.0}, {""name"": ""Ricciardi Natale S"", ""role"": ""Dir"", ""date"": ""2018-02-07"", ""price"": 37.04, ""value"": 111120.0}]",35.84,1745.6,$500M-$3B,36.88999938964844,57.91999816894531,35.529998779296875,-36.3,True,46.0099983215332,-22.1,True,True,35.349998474121094,-2.66,-1.36,3.25,-7.27,-17.68,6.85,2018-02-14,2018-02-20,2018-03-09,2018-04-09,2018-05-08,2018-08-06,3.926,4.5654,9.2684,3.7455,8.7695,15.7272,-6.586,-5.9254,-6.0184,-11.0155,-26.4495,-8.8772,False,
SMPL,The Simply Good Foods Company,2018-02-09,2018-02-09,2018-02-09,9020070,4,4,,"[{""name"": ""Kash Arvin"", ""role"": ""Dir"", ""date"": ""2018-02-09"", ""price"": 12.4, ""value"": 186000.0}, {""name"": ""Ghez Nomi"", ""role"": ""Dir"", ""date"": ""2018-02-09"", ""price"": 12.4, ""value"": 252402.0}, {""name"": ""Kilts James M"", ""role"": ""Dir"", ""date"": ""2018-02-09"", ""price"": 12.4, ""value"": 8076864.0}, {""name"": ""Ratzan Brian K."", ""role"": ""Dir"", ""date"": ""2018-02-09"", ""price"": 12.4, ""value"": 504804.0}]",12.4,1243.3,$500M-$3B,13.430000305175781,14.520000457763672,11.140000343322754,-7.5,False,14.039999961853027,-11.7,True,True,13.170000076293945,4.4,2.05,5.01,-2.05,4.94,30.68,2018-02-16,2018-02-20,2018-03-12,2018-04-10,2018-05-10,2018-08-08,3.4962,2.6458,7.4514,3.7622,7.9227,13.7723,0.9038,-0.5958,-2.4414,-5.8122,-2.9827,16.9077,False,
BCO,The Brink's Company,2018-02-14,2018-02-08,2018-02-14,1281766,3,3,,"[{""name"": ""Domanico Ronald James"", ""role"": ""EVP, CFO"", ""date"": ""2018-02-08"", ""price"": 72.18, ""value"": 252630.0}, {""name"": ""Pertz Douglas A"", ""role"": ""Pres, CEO"", ""date"": ""2018-02-08"", ""price"": 72.91, ""value"": 729100.0}, {""name"": ""Stoeckert George I"", ""role"": ""Dir"", ""date"": ""2018-02-12"", ""price"": 75.87, ""value"": 151746.0}, {""name"": ""Stoeckert George I"", ""role"": ""Dir"", ""date"": ""2018-02-14"", ""price"": 74.15, ""value"": 148290.0}]",73.24,2815.3,$500M-$3B,68.36363983154297,80.51934051513672,46.716087341308594,-15.1,False,77.21973419189453,-5.2,True,True,67.85861206054688,1.69,0.68,-1.35,1.56,-2.98,5.7,2018-02-21,2018-02-26,2018-03-16,2018-04-16,2018-05-15,2018-08-13,-0.3665,1.4332,3.2722,1.9167,4.4684,9.646,2.0565,-0.7532,-4.6222,-0.3567,-7.4484,-3.946,False,
BKD,Brookdale Senior Living Inc.,2018-02-28,2018-02-27,2018-02-28,342799,3,3,,"[{""name"": ""Seward James R"", ""role"": ""Dir"", ""date"": ""2018-02-27"", ""price"": 6.98, ""value"": 104699.0}, {""name"": ""Baier Lucinda M"", ""role"": ""Pres, CEO"", ""date"": ""2018-02-27"", ""price"": 6.94, ""value"": 104100.0}, {""name"": ""Bumstead Frank M"", ""role"": ""Dir"", ""date"": ""2018-02-28"", ""price"": 6.7, ""value"": 134000.0}]",6.86,1559.5,$500M-$3B,6.53000020980835,15.239999771118164,6.809999942779541,-57.2,True,9.199999809265137,-25.4,True,True,6.550000190734863,14.05,12.82,-0.76,10.53,17.1,42.6,2018-03-07,2018-03-12,2018-04-02,2018-04-30,2018-05-29,2018-08-27,4.5282,6.1687,-0.9856,2.4835,7.9646,15.2787,9.5218,6.6513,0.2256,8.0465,9.1354,27.3213,False,
VCTR,"Victory Capital Holdings, Inc.",2018-02-28,2018-02-08,2018-02-28,4881315,4,4,,"[{""name"": ""Sullivan Terence Francis"", ""role"": ""CFO, Head of Strategy"", ""date"": ""2018-02-08"", ""price"": 13.0, ""value"": 182000.0}, {""name"": ""Hawkes James B"", ""role"": ""Dir"", ""date"": ""2018-02-08"", ""price"": 12.66, ""value"": 4240000.0}, {""name"": ""Brown David Craig"", ""role"": ""CEO, COB"", ""date"": ""2018-02-08"", ""price"": 12.2, ""value"": 201315.0}, {""name"": ""Davanzo Lawrence"", ""role"": ""Dir"", ""date"": ""2018-02-28"", ""price"": 12.9, ""value"": 258000.0}]",12.67,703.6,$500M-$3B,10.860365867614746,11.120342254638672,9.728204727172852,-2.3,True,,,True,False,10.969388961791992,-0.61,-3.21,-8.33,-15.44,-18.58,-26.38,2018-03-07,2018-03-12,2018-04-02,2018-04-30,2018-05-29,2018-08-27,4.5282,6.1687,-0.9856,2.4835,7.9646,15.2787,-5.1382,-9.3787,-7.3444,-17.9235,-26.5446,-41.6587,False,
FTAI,FTAI Aviation Ltd.,2018-03-01,2018-03-01,2018-03-01,1746187,3,3,,"[{""name"": ""Tuchman Martin"", ""role"": ""Dir"", ""date"": ""2018-03-01"", ""price"": 16.41, ""value"": 1301707.0}, {""name"": ""Goodwin Paul R"", ""role"": ""Dir"", ""date"": ""2018-03-01"", ""price"": 16.44, ""value"": 115080.0}, {""name"": ""Adams Joseph P. Jr."", ""role"": ""CEO"", ""date"": ""2018-03-01"", ""price"": 16.47, ""value"": 329400.0}]",16.42,927.6,$500M-$3B,9.042613983154297,10.971707344055176,7.450317859649658,-17.6,False,9.398836135864258,74.7,True,True,8.954928398132324,-2.69,0.98,-1.18,3.95,8.21,17.35,2018-03-08,2018-03-12,2018-04-02,2018-04-30,2018-05-30,2018-08-28,2.6715,4.4962,-2.5454,0.869,7.9481,13.5684,-5.3615,-3.5162,1.3654,3.081,0.2619,3.7816,False,
SMBK,"SmartFinancial, Inc.",2018-03-12,2018-03-06,2018-03-12,528747,3,3,,"[{""name"": ""Ogle David Austin"", ""role"": ""Dir"", ""date"": ""2018-03-06"", ""price"": 22.1, ""value"": 103862.0}, {""name"": ""Tucker Steven B."", ""role"": ""Dir"", ""date"": ""2018-03-06"", ""price"": 21.91, ""value"": 219100.0}, {""name"": ""Miller Ted Charles"", ""role"": ""Dir"", ""date"": ""2018-03-12"", ""price"": 23.02, ""value"": 205785.0}]",22.37,365.6,$200M-$500M,21.38390350341797,24.40422821044922,18.921173095703125,-12.4,True,20.677608489990234,8.2,True,True,21.514007568359375,2.38,0.13,1.12,4.92,8.77,3.76,2018-03-19,2018-03-22,2018-04-11,2018-05-11,2018-06-11,2018-09-10,-1.3757,-3.0013,-2.7736,1.1038,5.4872,8.3958,3.7557,3.1313,3.8936,3.8162,3.2828,-4.6358,False,
CRVS,"Corvus Pharmaceuticals, Inc.",2018-03-12,2018-03-12,2018-03-12,10849996,3,3,,"[{""name"": ""Thompson Peter A."", ""role"": ""Dir, 10%"", ""date"": ""2018-03-12"", ""price"": 8.5, ""value"": 4999998.0}, {""name"": ""Gould Terry P"", ""role"": ""Dir, 10%"", ""date"": ""2018-03-12"", ""price"": 8.5, ""value"": 4999998.0}, {""name"": ""Miller Richard A Md"", ""role"": ""Pres, CEO"", ""date"": ""2018-03-12"", ""price"": 8.5, ""value"": 850000.0}]",8.5,822.4,$500M-$3B,9.779999732971191,21.3700008392334,7.480000019073486,-54.2,False,9.880000114440918,-14.0,True,True,10.630000114440918,-3.76,1.13,3.67,-7.34,21.17,0.19,2018-03-19,2018-03-22,2018-04-11,2018-05-11,2018-06-11,2018-09-10,-1.3757,-3.0013,-2.7736,1.1038,5.4872,8.3958,-2.3843,4.1313,6.4436,-8.4438,15.6828,-8.2058,False,
RCUS,"Arcus Biosciences, Inc.",2018-03-19,2018-03-19,2018-03-19,2449980,3,3,,"[{""name"": ""Jaen Juan C."", ""role"": ""Pres"", ""date"": ""2018-03-19"", ""price"": 15.0, ""value"": 999990.0}, {""name"": ""Rosen Terry J"", ""role"": ""CEO"", ""date"": ""2018-03-19"", ""price"": 15.0, ""value"": 999990.0}, {""name"": ""Falberg Kathryn E"", ""role"": ""Dir"", ""date"": ""2018-03-19"", ""price"": 15.0, ""value"": 450000.0}]",15.0,711.9,$500M-$3B,16.729999542236328,,,,False,17.600000381469727,-14.8,True,False,17.200000762939453,-4.53,-10.23,-4.65,-6.28,-6.98,-24.77,2018-03-26,2018-03-29,2018-04-18,2018-05-18,2018-06-18,2018-09-17,-1.6359,-2.5982,1.0263,3.8426,8.16,9.1698,-2.8941,-7.6318,-5.6763,-10.1226,-15.14,-33.9398,False,
INSP,"Inspire Medical Systems, Inc.",2018-05-07,2018-05-07,2018-05-07,11320000,5,5,,"[{""name"": ""Nelson Marilyn C"", ""role"": ""Dir"", ""date"": ""2018-05-07"", ""price"": 16.0, ""value"": 1000000.0}, {""name"": ""Khuong Chau Quang"", ""role"": ""Dir, 10%"", ""date"": ""2018-05-07"", ""price"": 16.0, ""value"": 5000000.0}, {""name"": ""Tansey Casey M"", ""role"": ""Dir, 10%"", ""date"": ""2018-05-07"", ""price"": 16.0, ""value"": 3000000.0}, {""name"": ""Mead Dana G Jr."", ""role"": ""Dir"", ""date"": ""2018-05-07"", ""price"": 16.0, ""value"": 320000.0}, {""name"": ""Erony Joyce"", ""role"": ""Dir, 10%"", ""date"": ""2018-05-07"", ""price"": 16.0, ""value"": 2000000.0}]",16.0,486.8,$200M-$500M,24.049999237060547,,,,False,24.979999542236328,-35.9,True,False,24.139999389648438,21.79,38.28,27.88,54.14,92.17,88.82,2018-05-14,2018-05-17,2018-06-06,2018-07-06,2018-08-06,2018-11-05,0.887,2.4266,5.7657,6.988,6.3967,-1.89,20.903,35.8534,22.1143,47.152,85.7733,90.71,False,
CLBK,"Columbia Financial, Inc.",2018-05-15,2018-04-19,2018-05-15,5502520,11,11,,"[{""name"": ""Van Dyk Robert"", ""role"": ""Dir"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 550000.0}, {""name"": ""Randall Elizabeth E."", ""role"": ""Dir"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 249420.0}, {""name"": ""Massood Michael Jr."", ""role"": ""Dir"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 108190.0}, {""name"": ""Kuiken Henry"", ""role"": ""Dir"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 550000.0}, {""name"": ""Kemly Thomas J."", ""role"": ""Pres, CEO"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 550000.0}, {""name"": ""Kelly Geri M."", ""role"": ""EVP, HRO"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 299500.0}, {""name"": ""Holland Noel R."", ""role"": ""Dir"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 550000.0}, {""name"": ""Hallock Raymond G."", ""role"": ""Dir"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 550000.0}, {""name"": ""Gibney Dennis E."", ""role"": ""EVP, CFO"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 550000.0}, {""name"": ""Czerwinski Frank"", ""role"": ""Dir"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 550000.0}, {""name"": ""Allen, Jr. Edward Thomas"", ""role"": ""SVP, COO"", ""date"": ""2018-04-19"", ""price"": 10.0, ""value"": 240000.0}, {""name"": ""Kemly Thomas J."", ""role"": ""Pres, CEO"", ""date"": ""2018-04-30"", ""price"": 15.58, ""value"": 311545.0}, {""name"": ""Massood Michael Jr."", ""role"": ""Dir"", ""date"": ""2018-05-02"", ""price"": 15.59, ""value"": 171483.0}, {""name"": ""Massood Michael Jr."", ""role"": ""Dir"", ""date"": ""2018-05-15"", ""price"": 16.57, ""value"": 272382.0}]",10.54,1927.2,$500M-$3B,16.6299991607666,16.190000534057617,15.449999809265137,2.7,True,,,True,False,16.940000534057617,3.9,-0.94,2.83,-3.19,-0.35,-7.5,2018-05-22,2018-05-25,2018-06-14,2018-07-16,2018-08-13,2018-11-12,0.522,0.5096,4.2506,4.0107,3.8735,-5.5561,3.378,-1.4496,-1.4206,-7.2007,-4.2235,-1.9439,False,
EXTR,"Extreme Networks, Inc.",2018-05-17,2018-05-11,2018-05-17,1218748,3,3,,"[{""name"": ""Shoemaker John C"", ""role"": ""Dir"", ""date"": ""2018-05-11"", ""price"": 8.4, ""value"": 168000.0}, {""name"": ""Meyercord Edward"", ""role"": ""Pres, CEO"", ""date"": ""2018-05-14"", ""price"": 8.42, ""value"": 168400.0}, {""name"": ""Kennedy Edward H"", ""role"": ""Dir"", ""date"": ""2018-05-15"", ""price"": 8.62, ""value"": 430795.0}, {""name"": ""Kennedy Edward H"", ""role"": ""Dir"", ""date"": ""2018-05-17"", ""price"": 9.03, ""value"": 451553.0}]",8.71,1191.4,$500M-$3B,9.109999656677246,15.079999923706055,8.130000114440918,-39.6,True,11.75,-25.9,True,True,9.180000305175781,-1.96,-1.42,-3.27,-7.3,-31.59,-31.59,2018-05-24,2018-05-29,2018-06-18,2018-07-16,2018-08-15,2018-11-13,0.0989,-0.2162,4.1577,3.4002,2.9786,-6.4088,-2.0589,-1.2038,-7.4277,-10.7002,-34.5686,-25.1812,False,
CWH,"Camping World Holdings, Inc.",2018-05-24,2018-05-14,2018-05-24,1504872,3,3,,"[{""name"": ""Lemonis Marcus"", ""role"": ""CEO, 10%"", ""date"": ""2018-05-14"", ""price"": 21.29, ""value"": 212930.0}, {""name"": ""Lemonis Marcus"", ""role"": ""CEO, 10%"", ""date"": ""2018-05-15"", ""price"": 21.51, ""value"": 258084.0}, {""name"": ""Baltins Andris A"", ""role"": ""Dir"", ""date"": ""2018-05-16"", ""price"": 21.7, ""value"": 108500.0}, {""name"": ""Lemonis Marcus"", ""role"": ""CEO, 10%"", ""date"": ""2018-05-16"", ""price"": 22.11, ""value"": 176840.0}, {""name"": ""Lemonis Marcus"", ""role"": ""CEO, 10%"", ""date"": ""2018-05-17"", ""price"": 22.68, ""value"": 249458.0}, {""name"": ""Schickli Kent Dillon"", ""role"": ""Dir"", ""date"": ""2018-05-24"", ""price"": 19.96, ""value"": 499060.0}]",21.2,849.2,$500M-$3B,13.369804382324219,31.34335708618164,12.92705249786377,-57.3,True,18.52855110168457,14.4,True,True,13.457011222839355,-5.28,-3.79,29.64,21.92,5.61,-14.17,2018-05-31,2018-06-04,2018-06-25,2018-07-23,2018-08-22,2018-11-20,0.6368,1.8363,2.0651,4.6747,6.2198,-9.1706,-5.9168,-5.6263,27.5749,17.2453,-0.6098,-4.9994,False,
ITRM,Iterum Therapeutics PLC,2018-05-30,2018-05-30,2018-05-30,41686814,7,7,,"[{""name"": ""Chin Mark"", ""role"": ""Dir"", ""date"": ""2018-05-30"", ""price"": 13.0, ""value"": 4388878.0}, {""name"": ""Hunt Ronald"", ""role"": ""Dir, 10%"", ""date"": ""2018-05-30"", ""price"": 13.0, ""value"": 8614801.0}, {""name"": ""Healy James"", ""role"": ""Dir, 10%"", ""date"": ""2018-05-30"", ""price"": 13.0, ""value"": 6500000.0}, {""name"": ""Malik Shahzad"", ""role"": ""Dir"", ""date"": ""2018-05-30"", ""price"": 13.0, ""value"": 3080792.0}, {""name"": ""Ahrens Brenton Karl"", ""role"": ""Dir"", ""date"": ""2018-05-30"", ""price"": 13.0, ""value"": 6586528.0}, {""name"": ""Canaan X L.P."", ""role"": ""Dir, 10%"", ""date"": ""2018-05-30"", ""price"": 13.0, ""value"": 6586528.0}, {""name"": ""Heron Patrick J"", ""role"": ""Dir, 10%"", ""date"": ""2018-05-30"", ""price"": 13.0, ""value"": 5929287.0}]",13.0,2544.1,$500M-$3B,182.25,,,,False,192.75,-93.3,True,False,171.60000610351562,5.42,4.9,-6.73,-22.08,-11.49,-43.71,2018-06-06,2018-06-11,2018-06-29,2018-07-30,2018-08-28,2018-11-26,2.5557,2.4574,0.6143,1.2438,6.0532,-7.3838,2.8643,2.4426,-7.3443,-23.3238,-17.5432,-36.3262,False,
CLBK,"Columbia Financial, Inc.",2018-05-30,2018-04-30,2018-05-30,1056184,3,3,,"[{""name"": ""Kemly Thomas J."", ""role"": ""Pres, CEO"", ""date"": ""2018-04-30"", ""price"": 15.58, ""value"": 311545.0}, {""name"": ""Massood Michael Jr."", ""role"": ""Dir"", ""date"": ""2018-05-02"", ""price"": 15.59, ""value"": 171483.0}, {""name"": ""Massood Michael Jr."", ""role"": ""Dir"", ""date"": ""2018-05-15"", ""price"": 16.57, ""value"": 272382.0}, {""name"": ""Massood Michael Jr."", ""role"": ""Dir"", ""date"": ""2018-05-23"", ""price"": 17.6, ""value"": 135015.0}, {""name"": ""Salvetti John R."", ""role"": ""Dir"", ""date"": ""2018-05-30"", ""price"": 16.58, ""value"": 165759.0}]",16.22,1956.2,$500M-$3B,16.8799991607666,17.600000381469727,15.449999809265137,-4.1,True,15.729999542236328,3.1,True,False,16.979999542236328,1.41,2.3,-2.53,-2.53,-1.0,-6.89,2018-06-06,2018-06-11,2018-06-29,2018-07-30,2018-08-28,2018-11-26,2.5557,2.4574,0.6143,1.2438,6.0532,-7.3838,-1.1457,-0.1574,-3.1443,-3.7738,-7.0532,0.4938,False,
LCII,LCI Industries,2018-06-04,2018-05-08,2018-06-04,1913440,4,4,,"[{""name"": ""Gero James"", ""role"": ""Dir"", ""date"": ""2018-05-08"", ""price"": 89.34, ""value"": 893360.0}, {""name"": ""Henkels Virginia"", ""role"": ""Dir"", ""date"": ""2018-05-16"", ""price"": 88.55, ""value"": 177100.0}, {""name"": ""Mereness Scott T"", ""role"": ""Pres"", ""date"": ""2018-06-01"", ""price"": 85.0, ""value"": 340000.0}, {""name"": ""Lippert Jason"", ""role"": ""CEO"", ""date"": ""2018-06-04"", ""price"": 83.83, ""value"": 502980.0}]",86.98,1551.5,$500M-$3B,63.88784408569336,100.61756134033203,64.4672622680664,-36.5,True,75.64985656738281,15.0,True,True,66.90070343017578,9.35,5.25,6.41,16.05,5.87,-5.75,2018-06-11,2018-06-14,2018-07-05,2018-08-03,2018-09-04,2018-12-03,0.6275,1.2249,1.0343,0.7618,4.3105,-6.4453,8.7225,4.0251,5.3757,15.2882,1.5595,0.6953,False,
EOLS,"Evolus, Inc.",2018-06-14,2018-05-31,2018-06-14,734228,3,3,,"[{""name"": ""Romine Kristine"", ""role"": ""Dir"", ""date"": ""2018-05-31"", ""price"": 25.16, ""value"": 176148.0}, {""name"": ""Hau Bosun"", ""role"": ""Dir"", ""date"": ""2018-06-04"", ""price"": 29.19, ""value"": 208471.0}, {""name"": ""Hau Bosun"", ""role"": ""Dir"", ""date"": ""2018-06-06"", ""price"": 34.94, ""value"": 101256.0}, {""name"": ""Malik Vikram"", ""role"": ""Dir"", ""date"": ""2018-06-14"", ""price"": 28.88, ""value"": 248353.0}]",28.64,682.0,$500M-$3B,28.850000381469727,38.4900016784668,6.849999904632568,-25.0,False,26.200000762939453,9.3,True,False,28.31999969482422,12.78,3.39,-11.26,-29.38,-21.22,-54.1,2018-06-21,2018-06-25,2018-07-16,2018-08-13,2018-09-12,2018-12-11,0.3397,-1.6268,-0.2599,-0.3914,2.0427,-13.9792,12.4403,5.0168,-11.0001,-28.9886,-23.2627,-40.1208,False,
STIM,"Neuronetics, Inc.",2018-07-02,2018-07-02,2018-07-02,963339,3,3,,"[{""name"": ""Muir Glenn P"", ""role"": ""Dir"", ""date"": ""2018-07-02"", ""price"": 17.0, ""value"": 680000.0}, {""name"": ""Jaeger Wilfred E"", ""role"": ""Dir"", ""date"": ""2018-07-02"", ""price"": 17.0, ""value"": 113339.0}, {""name"": ""Campe Stephen M"", ""role"": ""Dir"", ""date"": ""2018-07-02"", ""price"": 17.0, ""value"": 170000.0}]",17.0,441.9,$200M-$500M,26.40999984741211,,,,False,27.780000686645508,-38.8,True,False,26.959999084472656,-6.86,-4.41,-3.3,22.59,18.1,-28.23,2018-07-09,2018-07-12,2018-08-01,2018-08-31,2018-10-01,2018-12-31,2.637,1.7944,0.485,4.886,1.0981,-18.3411,-9.497,-6.2044,-3.785,17.704,17.0019,-9.8889,False,
BE,Bloom Energy Corporation,2018-07-27,2018-07-27,2018-07-27,45104985,4,4,,"[{""name"": ""Powell Colin"", ""role"": ""Dir"", ""date"": ""2018-07-27"", ""price"": 15.0, ""value"": 4999995.0}, {""name"": ""Bush Mary K"", ""role"": ""Dir"", ""date"": ""2018-07-27"", ""price"": 15.0, ""value"": 105000.0}, {""name"": ""Doerr L John"", ""role"": ""Dir"", ""date"": ""2018-07-27"", ""price"": 15.0, ""value"": 19999995.0}, {""name"": ""Sandell Scott D"", ""role"": ""Dir, 10%"", ""date"": ""2018-07-27"", ""price"": 15.0, ""value"": 19999995.0}]",15.0,2397.1,$500M-$3B,22.600000381469727,,,,False,25.0,-40.0,True,False,23.850000381469727,12.37,17.15,20.29,42.89,-1.72,-49.69,2018-08-03,2018-08-06,2018-08-27,2018-09-25,2018-10-25,2019-01-23,1.3338,1.9001,4.6529,3.5506,-8.949,-11.4075,11.0362,15.2499,15.6371,39.3394,7.229,-38.2825,False,
TENB,"Tenable Holdings, Inc.",2018-07-30,2018-07-30,2018-07-30,1362497,3,3,,"[{""name"": ""Coviello Arthur W Jr"", ""role"": ""Dir"", ""date"": ""2018-07-30"", ""price"": 23.0, ""value"": 172500.0}, {""name"": ""Hammonds Kimberly"", ""role"": ""Dir"", ""date"": ""2018-07-30"", ""price"": 23.0, ""value"": 499997.0}, {""name"": ""Seawell A Brooke"", ""role"": ""Dir"", ""date"": ""2018-07-30"", ""price"": 23.0, ""value"": 690000.0}]",23.0,2706.9,$500M-$3B,29.719999313354492,,,,False,30.5,-24.6,True,False,29.899999618530273,0.03,13.55,12.88,30.03,-5.35,-10.27,2018-08-06,2018-08-09,2018-08-29,2018-09-28,2018-10-29,2019-01-28,0.8742,1.2841,3.9971,1.8854,-11.3407,-11.1168,-0.8442,12.2659,8.8829,28.1446,5.9907,0.8468,False,
VECO,Veeco Instruments Inc.,2018-08-10,2018-08-07,2018-08-10,335606,3,3,,"[{""name"": ""Miller William John"", ""role"": ""Pres"", ""date"": ""2018-08-07"", ""price"": 11.8, ""value"": 117950.0}, {""name"": ""Maheshwari Shubham"", ""role"": ""EVP, CFO"", ""date"": ""2018-08-09"", ""price"": 11.6, ""value"": 103196.0}, {""name"": ""Peeler John R"", ""role"": ""COB, CEO"", ""date"": ""2018-08-10"", ""price"": 11.45, ""value"": 114460.0}]",11.62,695.8,$500M-$3B,11.399999618530273,22.25,11.550000190734863,-48.8,True,14.899999618530273,-22.0,True,True,11.449999809265137,-5.24,-4.37,-5.41,-13.97,-21.66,-4.72,2018-08-17,2018-08-20,2018-09-10,2018-10-09,2018-11-08,2019-02-06,1.0808,1.363,2.5218,-2.9614,-5.4899,-8.834,-6.3208,-5.733,-7.9318,-11.0086,-16.1701,4.114,False,
EPRT,"Essential Properties Realty Trust, Inc.",2018-08-22,2018-08-10,2018-08-22,394735,3,3,,"[{""name"": ""Estes Scott A"", ""role"": ""Dir"", ""date"": ""2018-08-10"", ""price"": 14.04, ""value"": 140388.0}, {""name"": ""Mavoides Peter M."", ""role"": ""Pres, CEO"", ""date"": ""2018-08-17"", ""price"": 13.99, ""value"": 139894.0}, {""name"": ""Seibert Gregg A"", ""role"": ""EVP, COO"", ""date"": ""2018-08-22"", ""price"": 14.31, ""value"": 114453.0}]",14.1,633.6,$500M-$3B,10.088927268981934,10.04659366607666,9.453960418701172,0.4,True,9.82788372039795,43.5,True,False,10.208866119384766,0.41,-0.83,-0.14,-3.45,-5.48,18.22,2018-08-29,2018-09-04,2018-09-21,2018-10-22,2018-11-20,2019-02-19,1.0782,0.9317,-0.1524,-10.0925,-14.2286,-7.6577,-0.6682,-1.7617,0.0124,6.6425,8.7486,25.8777,False,
LILA,Liberty Latin America Ltd.,2018-08-24,2018-08-22,2018-08-24,4276329,3,3,,"[{""name"": ""Noyes Christopher J"", ""role"": ""SVP, CFO"", ""date"": ""2018-08-22"", ""price"": 17.93, ""value"": 358580.0}, {""name"": ""Nair Balan"", ""role"": ""Pres, CEO"", ""date"": ""2018-08-23"", ""price"": 18.14, ""value"": 1995619.0}, {""name"": ""Zinterhofer Eric Louis"", ""role"": ""Dir"", ""date"": ""2018-08-24"", ""price"": 18.43, ""value"": 1922130.0}]",18.25,2976.5,$500M-$3B,17.238454818725586,24.891611099243164,15.956645011901855,-30.7,True,17.55890655517578,3.9,True,False,17.4458065032959,6.48,7.02,17.61,-2.38,-5.13,0.92,2018-08-31,2018-09-04,2018-09-24,2018-10-23,2018-11-23,2019-02-20,0.6867,0.2386,-1.2046,-11.5093,-13.709,-7.8586,5.7933,6.7814,18.8146,9.1293,8.579,8.7786,False,
MGY,Magnolia Oil & Gas Corporation,2018-09-13,2018-08-30,2018-09-13,524877,3,3,,"[{""name"": ""Acosta Arcilia"", ""role"": ""Dir"", ""date"": ""2018-08-30"", ""price"": 13.9, ""value"": 249577.0}, {""name"": ""Stavros Christopher G"", ""role"": ""EVP, CFO, Secretary"", ""date"": ""2018-09-07"", ""price"": 13.59, ""value"": 135900.0}, {""name"": ""Chazen Stephen I"", ""role"": ""COB, Pres, CEO"", ""date"": ""2018-09-13"", ""price"": 13.94, ""value"": 139400.0}]",13.83,2368.3,$500M-$3B,12.805089950561523,12.597976684570312,8.716827392578125,1.6,False,12.54394817352295,10.3,True,True,13.084245681762695,0.34,0.0,-2.06,-19.48,-23.47,-15.28,2018-09-20,2018-09-24,2018-10-15,2018-11-12,2018-12-12,2019-03-12,-0.0934,-0.9394,-9.8033,-11.6404,-15.2735,-9.3841,0.4334,0.9394,7.7433,-7.8396,-8.1965,-5.8959,False,
FVCB,"FVCBankcorp, Inc.",2018-09-18,2018-09-18,2018-09-18,870000,3,3,,"[{""name"": ""Laughlin Scott"", ""role"": ""Dir"", ""date"": ""2018-09-18"", ""price"": 20.0, ""value"": 270000.0}, {""name"": ""Wiltse Steven M"", ""role"": ""Dir"", ""date"": ""2018-09-18"", ""price"": 20.0, ""value"": 100000.0}, {""name"": ""Wills Phillip R. III"", ""role"": ""Dir"", ""date"": ""2018-09-18"", ""price"": 20.0, ""value"": 500000.0}]",20.0,282.5,$200M-$500M,15.695420265197754,16.03337860107422,8.802639961242676,-2.1,False,16.03337860107422,24.7,True,True,15.718998908996582,0.0,-1.0,-10.0,2.25,-5.4,-13.4,2018-09-25,2018-09-28,2018-10-18,2018-11-19,2018-12-17,2019-03-18,0.224,-0.3847,-8.393,-12.0218,-18.7483,-7.6416,-0.224,-0.6153,-1.607,14.2718,13.3483,-5.7584,False,
